time,id,username,text
2021-11-18 07:29:22+00:00,1461235062884556800,suarapakar.com,"b'Peretas Brasil Son1x kembali beraksi dan meretas situs kepolisian Indonesia. Sebanyak 28 ribu data diduga milik Kepolisian Republik Indonesia bocor dan disebar gratis oleh salah satu warganet di Twitter, Kamis (18/11/2021).\n\nhttps://t.co/fJyluqB7DJ'"
2021-11-18 07:26:10+00:00,1461234260111609857,OposisiCerdas.com,"b'Database Polri Kena Hack, Semua Data Polisi Berkasus Bocor, Ada 3 Jenderal\nhttps://t.co/NVOOdsDvo8'"
2021-11-18 07:18:02+00:00,1461232211743559683,tvOneNews,b'Lembaga Riset Siber CISSReC: Berbahaya Ribuan Data Polri Bocor &amp; Dibagikan Gratis https://t.co/PCpzSVmPbq'
2021-11-18 07:15:16+00:00,1461231515719716867,Sobat 🅰️T🅰️🅿️ 🏠🏠🏠,b'@CNNIndonesia Apapun datanya yg bocor itu menunjukkan kelemahan pertahanan cyber data'
2021-11-18 07:11:19+00:00,1461230520528867329,uzone.id,b'Data Polri Bocor Berisi Kasus Anggota yang Bermasalah? #uzoneID #lifestyle #viral https://t.co/bIfipXI8Di'
2021-11-18 07:10:04+00:00,1461230205918343172,Liputan6.com,b'Polri Usut Dugaan Data Pribadi Anggota Bocor di Forum Online https://t.co/1AR0CGoUj1'
2021-11-18 07:09:16+00:00,1461230006827245568,Ayo Cirebon,b'https://t.co/TJAzKEkHtH'
2021-11-18 07:02:00+00:00,1461228176621727744,Liputan6.com,"b'Pakar Keamanan Siber, Pratama Persadha, mengungkap data pribadi personil Polri diduga bocor di forum online. https://t.co/z0O1gXG9Gh'"
2021-11-18 06:57:53+00:00,1461227142763597825,"JEPRET.!! Karet na 2,LADA.!! 🔥🔥","b'Data base mabes polri di hack.!\nData anggota berkasus bocor,\nAda 3 nama jendral di dalamnya.\nKok bisa? Mudah amat di bobol?\nCoba minta bantuan ke emak biar servernya aman,emak pakein saefi bekok aduhayyy.,eeiittt...tapi tergantung,transferannya dulu...\nKabooorrr..\xf0\x9f\x98\x82\xf0\x9f\x9a\x9c\xf0\x9f\x92\xa8'"
2021-11-18 06:51:34+00:00,1461225552757477377,CNN Indonesia,b'Pakar Siber: Data Bocor adalah Data Pelanggaran Anggota Polri https://t.co/hipwh68PRu'
2021-11-18 06:51:23+00:00,1461225504325857284,Republika.co.id,b'Data yang bocor kemungkinan merupakan data pelanggaran yang dilakukan personel Polri. https://t.co/eVTdEl4UOI'
