text,clean,casefolding,tokenize,stopwords,stemming
"b'@zarazettirazr Bocar bocor aja kayak ember, apa sih data yg gak bisa bocor di Indonesia?. Edisi Ruwetnesia !!'", Bocar bocor aja kayak ember apa sih data yg gak bisa bocor di Indonesia Edisi Ruwetnesia , bocar bocor aja kayak ember apa sih data yg gak bisa bocor di indonesia edisi ruwetnesia ,"['bocar', 'bocor', 'aja', 'kayak', 'ember', 'apa', 'sih', 'data', 'yg', 'gak', 'bisa', 'bocor', 'di', 'indonesia', 'edisi', 'ruwetnesia']","['bocar', 'bocor', 'aja', 'kayak', 'ember', 'sih', 'data', 'yg', 'gak', 'bocor', 'indonesia', 'edisi', 'ruwetnesia']",bocar bocor aja kayak ember sih data yg gak bocor indonesia edisi ruwetnesia
b'@zwolftenaugust Coba scroll ke bawah. Biasanya ditulis breachnua darimana. Gw dari tokped yg kasus data bocor itu wkwk', Coba scroll ke bawah Biasanya ditulis breachnua darimana Gw dari tokped yg kasus data bocor itu wkwk, coba scroll ke bawah biasanya ditulis breachnua darimana gw dari tokped yg kasus data bocor itu wkwk,"['coba', 'scroll', 'ke', 'bawah', 'biasanya', 'ditulis', 'breachnua', 'darimana', 'gw', 'dari', 'tokped', 'yg', 'kasus', 'data', 'bocor', 'itu', 'wkwk']","['coba', 'scroll', 'ditulis', 'breachnua', 'darimana', 'gw', 'tokped', 'yg', 'data', 'bocor', 'wkwk']",coba scroll tulis breachnua darimana gw tokped yg data bocor wkwk
b'@mempersulit wkwkwkw berarti bocor ya data ne', wkwkwkw berarti bocor ya data ne, wkwkwkw berarti bocor ya data ne,"['wkwkwkw', 'berarti', 'bocor', 'ya', 'data', 'ne']","['wkwkwkw', 'bocor', 'ya', 'data', 'ne']",wkwkwkw bocor ya data ne
"b'Min @HaloBCA Tadi ada yg call saya nawarin kta dari dbs, trus bilang dpt no saya dari pt aki dimana no saya d dpt dari pembukaan rekening bank. Saya cm punya satu akun rekening dan itu d bca. Gmana data nomor hp kok bisa bocor ke pihak lain https://t.co/dVi4AK3V8a'",MinTadi ada yg call saya nawarin kta dari dbs trus bilang dpt no saya dari pt aki dimana no saya d dpt dari pembukaan rekening bank Saya cm punya satu akun rekening dan itu d bca Gmana data nomor hp kok bisa bocor ke pihak lain ,mintadi ada yg call saya nawarin kta dari dbs trus bilang dpt no saya dari pt aki dimana no saya d dpt dari pembukaan rekening bank saya cm punya satu akun rekening dan itu d bca gmana data nomor hp kok bisa bocor ke pihak lain ,"['mintadi', 'ada', 'yg', 'call', 'saya', 'nawarin', 'kta', 'dari', 'dbs', 'trus', 'bilang', 'dpt', 'no', 'saya', 'dari', 'pt', 'aki', 'dimana', 'no', 'saya', 'd', 'dpt', 'dari', 'pembukaan', 'rekening', 'bank', 'saya', 'cm', 'punya', 'satu', 'akun', 'rekening', 'dan', 'itu', 'd', 'bca', 'gmana', 'data', 'nomor', 'hp', 'kok', 'bisa', 'bocor', 'ke', 'pihak', 'lain']","['mintadi', 'yg', 'call', 'nawarin', 'kta', 'dbs', 'trus', 'bilang', 'dpt', 'no', 'pt', 'aki', 'dimana', 'no', 'd', 'dpt', 'pembukaan', 'rekening', 'bank', 'cm', 'akun', 'rekening', 'd', 'bca', 'gmana', 'data', 'nomor', 'hp', 'bocor']",mintadi yg call nawarin kta dbs trus bilang dpt no pt aki mana no d dpt buka rekening bank cm akun rekening d bca gmana data nomor hp bocor
"b""Kamu gak perlu khawatir data akan 'bocor', karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami. Semua informasi yang kamu berikan tidak akan dibuka tanpa persetujuanmu.\n\xc2\xa0\nKerahasiaan informasi kamu dijamin oleh undang-undang.\n\xc2\xa0\n#updatestatus #BERANIUpdateStatus https://t.co/goCwttHtDq""",Kamu gak perlu khawatir data akan bocor karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami Semua informasi yang kamu berikan tidak akan dibuka tanpainformasi kamu dijamin oleh ,kamu gak perlu khawatir data akan bocor karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami semua informasi yang kamu berikan tidak akan dibuka tanpainformasi kamu dijamin oleh ,"['kamu', 'gak', 'perlu', 'khawatir', 'data', 'akan', 'bocor', 'karena', 'kerahasiaan', 'dan', 'keamanan', 'informasi', 'kamu', 'adalah', 'prioritas', 'kami', 'semua', 'informasi', 'yang', 'kamu', 'berikan', 'tidak', 'akan', 'dibuka', 'tanpainformasi', 'kamu', 'dijamin', 'oleh']","['gak', 'khawatir', 'data', 'bocor', 'kerahasiaan', 'keamanan', 'informasi', 'prioritas', 'informasi', 'dibuka', 'tanpainformasi', 'dijamin']",gak khawatir data bocor rahasia aman informasi prioritas informasi buka tanpainformasi jamin
"b'@Dyanasthasia You should fear now; data NIK Presiden Jokowi sudah ketahuan oleh publik, jual beli data kependudukan Indonesia bocor lewat aplikasi ini dan tiga bulan lalu sudah ada sekitar enam orang di Twitter yang lapor ATMnya dibobol oleh hacker dari negara lain.'", You should fear now data NIK Presiden Jokowi sudah ketahuan oleh publik jual beli data kependudukan Indonesia bocor lewat aplikasi ini dan tiga bulan lalu sudah ada sekitar enam orang di Twitter yang lapor ATMnya dibobol oleh hacker dari negara lain, you should fear now data nik presiden jokowi sudah ketahuan oleh publik jual beli data kependudukan indonesia bocor lewat aplikasi ini dan tiga bulan lalu sudah ada sekitar enam orang di twitter yang lapor atmnya dibobol oleh hacker dari negara lain,"['you', 'should', 'fear', 'now', 'data', 'nik', 'presiden', 'jokowi', 'sudah', 'ketahuan', 'oleh', 'publik', 'jual', 'beli', 'data', 'kependudukan', 'indonesia', 'bocor', 'lewat', 'aplikasi', 'ini', 'dan', 'tiga', 'bulan', 'lalu', 'sudah', 'ada', 'sekitar', 'enam', 'orang', 'di', 'twitter', 'yang', 'lapor', 'atmnya', 'dibobol', 'oleh', 'hacker', 'dari', 'negara', 'lain']","['you', 'should', 'fear', 'now', 'data', 'nik', 'presiden', 'jokowi', 'ketahuan', 'publik', 'jual', 'beli', 'data', 'kependudukan', 'indonesia', 'bocor', 'aplikasi', 'enam', 'orang', 'twitter', 'lapor', 'atmnya', 'dibobol', 'hacker', 'negara']",you should fear now data nik presiden jokowi tahu publik jual beli data duduk indonesia bocor aplikasi enam orang twitter lapor atmnya bobol hacker negara
"b'@jeniushelp Ga membagikan data min. Tapi data saya emang bocor sebelumnya makanya ditelepon dan meyakinkan sekali modusnya.\n\nIni ga perlu jenius untuk memahami, asalkan jujur'", Ga membagikan data min Tapi data saya emang bocor sebelumnya makanya ditelepon dan meyakinkan sekali modusnyannIni ga perlu jenius untuk memahami asalkan jujur, ga membagikan data min tapi data saya emang bocor sebelumnya makanya ditelepon dan meyakinkan sekali modusnyannini ga perlu jenius untuk memahami asalkan jujur,"['ga', 'membagikan', 'data', 'min', 'tapi', 'data', 'saya', 'emang', 'bocor', 'sebelumnya', 'makanya', 'ditelepon', 'dan', 'meyakinkan', 'sekali', 'modusnyannini', 'ga', 'perlu', 'jenius', 'untuk', 'memahami', 'asalkan', 'jujur']","['ga', 'membagikan', 'data', 'min', 'data', 'emang', 'bocor', 'ditelepon', 'modusnyannini', 'ga', 'jenius', 'memahami', 'jujur']",ga bagi data min data emang bocor telepon modusnyannini ga jenius paham jujur
b'@jeniushelp Data tapi udah bocor halus sejak 2020 min', Data tapi udah bocor halus sejakmin, data tapi udah bocor halus sejakmin,"['data', 'tapi', 'udah', 'bocor', 'halus', 'sejakmin']","['data', 'udah', 'bocor', 'halus', 'sejakmin']",data udah bocor halus sejakmin
"b'@jeniushelp @hsn19 Kenapa ga langsung jawab aja kalo emang ada solusinya min?\n\nBank ga perlu lah segitu takutnya ketahuan data bocor, kan brand jenius itu jujur ... harusnya'",Kenapa ga langsung jawab aja kalo emang ada solusinya minnnBank ga perlu lah segitu takutnya ketahuan data bocor kan brand jenius itu jujurharusnya,kenapa ga langsung jawab aja kalo emang ada solusinya minnnbank ga perlu lah segitu takutnya ketahuan data bocor kan brand jenius itu jujurharusnya,"['kenapa', 'ga', 'langsung', 'jawab', 'aja', 'kalo', 'emang', 'ada', 'solusinya', 'minnnbank', 'ga', 'perlu', 'lah', 'segitu', 'takutnya', 'ketahuan', 'data', 'bocor', 'kan', 'brand', 'jenius', 'itu', 'jujurharusnya']","['ga', 'langsung', 'aja', 'kalo', 'emang', 'solusinya', 'minnnbank', 'ga', 'segitu', 'takutnya', 'ketahuan', 'data', 'bocor', 'brand', 'jenius', 'jujurharusnya']",ga langsung aja kalo emang solusi minnnbank ga segitu takut tahu data bocor brand jenius jujurharusnya
"b'Ketika kasus lama ditangani, misalnya, data bocor di sosial media, kampus akan sibuk memadamkan kebakaran dan bisa lupa pada kasus yang harus ditangani. Karena itu, penting mempunyai sistem aduan KS yang cepat, sensitif, dan berpihak pada korban di Perguruan Tinggi.'",Ketika kasus lama ditangani misalnya data bocor di sosial media kampus akan sibuk memadamkan kebakaran dan bisa lupa pada kasus yang harus ditangani Karena itu penting mempunyai sistem aduan KS yang cepat sensitif dan berpihak pada korban di Perguruan Tinggi,ketika kasus lama ditangani misalnya data bocor di sosial media kampus akan sibuk memadamkan kebakaran dan bisa lupa pada kasus yang harus ditangani karena itu penting mempunyai sistem aduan ks yang cepat sensitif dan berpihak pada korban di perguruan tinggi,"['ketika', 'kasus', 'lama', 'ditangani', 'misalnya', 'data', 'bocor', 'di', 'sosial', 'media', 'kampus', 'akan', 'sibuk', 'memadamkan', 'kebakaran', 'dan', 'bisa', 'lupa', 'pada', 'kasus', 'yang', 'harus', 'ditangani', 'karena', 'itu', 'penting', 'mempunyai', 'sistem', 'aduan', 'ks', 'yang', 'cepat', 'sensitif', 'dan', 'berpihak', 'pada', 'korban', 'di', 'perguruan', 'tinggi']","['ditangani', 'data', 'bocor', 'sosial', 'media', 'kampus', 'sibuk', 'memadamkan', 'kebakaran', 'lupa', 'ditangani', 'sistem', 'aduan', 'ks', 'cepat', 'sensitif', 'berpihak', 'korban', 'perguruan']",tangan data bocor sosial media kampus sibuk madam bakar lupa tangan sistem adu ks cepat sensitif pihak korban guru
b'@dowoonverse WKWKWKKWKW ALL HAIL AKUN PRIV \xf0\x9f\x98\x97\xf0\x9f\x98\x97\xf0\x9f\x98\x97\n\nLebih panik kalo akun priv ke publish dibanding data bocor /j', WKWKWKKWKW ALL HAIL AKUN PRIVpanik kalo akun priv ke publish dibanding data bocor j, wkwkwkkwkw all hail akun privpanik kalo akun priv ke publish dibanding data bocor j,"['wkwkwkkwkw', 'all', 'hail', 'akun', 'privpanik', 'kalo', 'akun', 'priv', 'ke', 'publish', 'dibanding', 'data', 'bocor', 'j']","['wkwkwkkwkw', 'all', 'hail', 'akun', 'privpanik', 'kalo', 'akun', 'priv', 'publish', 'dibanding', 'data', 'bocor', 'j']",wkwkwkkwkw all hail akun privpanik kalo akun priv publish banding data bocor j
b'Kamu gak perlu takut nomor pin atau data lain bocor kalau pakai kartu debit BCA chip #ChipLebihSip',Kamu gak perlu takut nomor pin atau data lain bocor kalau pakai kartu debit BCA chip,kamu gak perlu takut nomor pin atau data lain bocor kalau pakai kartu debit bca chip,"['kamu', 'gak', 'perlu', 'takut', 'nomor', 'pin', 'atau', 'data', 'lain', 'bocor', 'kalau', 'pakai', 'kartu', 'debit', 'bca', 'chip']","['gak', 'takut', 'nomor', 'pin', 'data', 'bocor', 'pakai', 'kartu', 'debit', 'bca', 'chip']",gak takut nomor pin data bocor pakai kartu debit bca chip
"b'Apalagi bisa dengan mengganti ke kartu debit ber Chip, kita bisa menggunakan layanan debit online dengan aman nggak takut data kita bocor #ChipLebihSip'",Apalagi bisa dengan mengganti ke kartu debit ber Chip kita bisa menggunakan layanan debit online dengan aman nggak takut data kita bocor,apalagi bisa dengan mengganti ke kartu debit ber chip kita bisa menggunakan layanan debit online dengan aman nggak takut data kita bocor,"['apalagi', 'bisa', 'dengan', 'mengganti', 'ke', 'kartu', 'debit', 'ber', 'chip', 'kita', 'bisa', 'menggunakan', 'layanan', 'debit', 'online', 'dengan', 'aman', 'nggak', 'takut', 'data', 'kita', 'bocor']","['mengganti', 'kartu', 'debit', 'ber', 'chip', 'layanan', 'debit', 'online', 'aman', 'nggak', 'takut', 'data', 'bocor']",ganti kartu debit ber chip layan debit online aman nggak takut data bocor
b'@ysxhhh Di oren ada tapi takut data bocor', Di oren ada tapi takut data bocor, di oren ada tapi takut data bocor,"['di', 'oren', 'ada', 'tapi', 'takut', 'data', 'bocor']","['oren', 'takut', 'data', 'bocor']",oren takut data bocor
b'Hampir setiap hari jg brute forcenya. Entah kenapa gw menuduh tokped karna sempet bocor data pelanggan (meskipun udah sempet gw ganti password)',Hampir setiap hari jg brute forcenya Entah kenapa gw menuduh tokped karna sempet bocor data pelanggan meskipun udah sempet gw ganti password,hampir setiap hari jg brute forcenya entah kenapa gw menuduh tokped karna sempet bocor data pelanggan meskipun udah sempet gw ganti password,"['hampir', 'setiap', 'hari', 'jg', 'brute', 'forcenya', 'entah', 'kenapa', 'gw', 'menuduh', 'tokped', 'karna', 'sempet', 'bocor', 'data', 'pelanggan', 'meskipun', 'udah', 'sempet', 'gw', 'ganti', 'password']","['jg', 'brute', 'forcenya', 'gw', 'menuduh', 'tokped', 'karna', 'sempet', 'bocor', 'data', 'pelanggan', 'udah', 'sempet', 'gw', 'ganti', 'password']",jg brute forcenya gw tuduh tokped karna sempet bocor data langgan udah sempet gw ganti password
"b'Dari sekian banyak kasus kebocoran data di Indonesia, siapa yang sudah mempertanggungjawabkannya? Kepada publik, pengguna yang datanya telanjur bocor?'",Dari sekian banyak kasus kebocoran data di Indonesia siapa yang sudah mempertanggungjawabkannya Kepada publik pengguna yang datanya telanjur bocor,dari sekian banyak kasus kebocoran data di indonesia siapa yang sudah mempertanggungjawabkannya kepada publik pengguna yang datanya telanjur bocor,"['dari', 'sekian', 'banyak', 'kasus', 'kebocoran', 'data', 'di', 'indonesia', 'siapa', 'yang', 'sudah', 'mempertanggungjawabkannya', 'kepada', 'publik', 'pengguna', 'yang', 'datanya', 'telanjur', 'bocor']","['sekian', 'kebocoran', 'data', 'indonesia', 'mempertanggungjawabkannya', 'publik', 'pengguna', 'datanya', 'telanjur', 'bocor']",sekian bocor data indonesia mempertanggungjawabkannya publik guna data telanjur bocor
b'@QUANXlE \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad mending kita jd juniornya nikmir ntar dipanggil pas ada data negara bocor',mending kita jd juniornya nikmir ntar dipanggil pas ada data negara bocor,mending kita jd juniornya nikmir ntar dipanggil pas ada data negara bocor,"['mending', 'kita', 'jd', 'juniornya', 'nikmir', 'ntar', 'dipanggil', 'pas', 'ada', 'data', 'negara', 'bocor']","['mending', 'jd', 'juniornya', 'nikmir', 'ntar', 'dipanggil', 'pas', 'data', 'negara', 'bocor']",mending jd junior nikmir ntar panggil pas data negara bocor
b'Contoh liputan kasus kebocoran data pribadi di Indonesia:\n\nData Pribadi yang Bocor Diduga Kuat Identik dengan Data BPJS Kesehatan https://t.co/JvkzTqQLJ3',Contoh liputan kasus kebocoran data pribadi di IndonesiannData Pribadi yang Bocor Diduga Kuat Identik dengan Data BPJS Kesehatan ,contoh liputan kasus kebocoran data pribadi di indonesianndata pribadi yang bocor diduga kuat identik dengan data bpjs kesehatan ,"['contoh', 'liputan', 'kasus', 'kebocoran', 'data', 'pribadi', 'di', 'indonesianndata', 'pribadi', 'yang', 'bocor', 'diduga', 'kuat', 'identik', 'dengan', 'data', 'bpjs', 'kesehatan']","['contoh', 'liputan', 'kebocoran', 'data', 'pribadi', 'indonesianndata', 'pribadi', 'bocor', 'diduga', 'kuat', 'identik', 'data', 'bpjs', 'kesehatan']",contoh liput bocor data pribadi indonesianndata pribadi bocor duga kuat identik data bpjs sehat
b'@bonngbudi Saya sering dpt penipuan gini om...\nKok bisa ya data kita bocor gini...heran', Saya sering dpt penipuan gini omnKok bisa ya data kita bocor giniheran, saya sering dpt penipuan gini omnkok bisa ya data kita bocor giniheran,"['saya', 'sering', 'dpt', 'penipuan', 'gini', 'omnkok', 'bisa', 'ya', 'data', 'kita', 'bocor', 'giniheran']","['dpt', 'penipuan', 'gini', 'omnkok', 'ya', 'data', 'bocor', 'giniheran']",dpt tipu gin omnkok ya data bocor giniheran
"b'Kalau data di sebuah platform bocor, pengelola wajib memberitahukan ke pengguna secara cepat dan detail. \n\nJangan nunggu viral baru komentar... https://t.co/e7709eN9uJ'",Kalau data di sebuah platform bocor pengelola wajib memberitahukan ke pengguna secara cepat dan detail nnJangan nunggu viral baru komentar ,kalau data di sebuah platform bocor pengelola wajib memberitahukan ke pengguna secara cepat dan detail nnjangan nunggu viral baru komentar ,"['kalau', 'data', 'di', 'sebuah', 'platform', 'bocor', 'pengelola', 'wajib', 'memberitahukan', 'ke', 'pengguna', 'secara', 'cepat', 'dan', 'detail', 'nnjangan', 'nunggu', 'viral', 'baru', 'komentar']","['data', 'platform', 'bocor', 'pengelola', 'wajib', 'memberitahukan', 'pengguna', 'cepat', 'detail', 'nnjangan', 'nunggu', 'viral', 'komentar']",data platform bocor kelola wajib memberitahukan guna cepat detail nnjangan nunggu viral komentar
"b'Pernah make canva nggak, tapi data bocor dari situ https://t.co/St25dx4vVv'",Pernah make canva nggak tapi data bocor dari situ ,pernah make canva nggak tapi data bocor dari situ ,"['pernah', 'make', 'canva', 'nggak', 'tapi', 'data', 'bocor', 'dari', 'situ']","['make', 'canva', 'nggak', 'data', 'bocor', 'situ']",make canva nggak data bocor situ
"b'@hidup_cuma itu biasanya data nomornya bocor kak, aku dulu sering gitu sekarang dah ganti'", itu biasanya data nomornya bocor kak aku dulu sering gitu sekarang dah ganti, itu biasanya data nomornya bocor kak aku dulu sering gitu sekarang dah ganti,"['itu', 'biasanya', 'data', 'nomornya', 'bocor', 'kak', 'aku', 'dulu', 'sering', 'gitu', 'sekarang', 'dah', 'ganti']","['data', 'nomornya', 'bocor', 'kak', 'gitu', 'dah', 'ganti']",data nomor bocor kak gitu dah ganti
"b""Kamu gak perlu khawatir data akan 'bocor', karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami. Semua informasi yang kamu berikan tidak akan dibuka tanpa persetujuanmu. Kerahasiaan informasi kamu dijamin oleh undang-undang.\nYuk, #BeraniKepoSekarang https://t.co/CMqrwxWxCd""",Kamu gak perlu khawatir data akan bocor karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami Semua informasi yang kamu berikan tidak akan dibuka tanpa persetujuanmu Kerahasiaan informasi kamu dijamin oleh undangundangnYuk ,kamu gak perlu khawatir data akan bocor karena kerahasiaan dan keamanan informasi kamu adalah prioritas kami semua informasi yang kamu berikan tidak akan dibuka tanpa persetujuanmu kerahasiaan informasi kamu dijamin oleh undangundangnyuk ,"['kamu', 'gak', 'perlu', 'khawatir', 'data', 'akan', 'bocor', 'karena', 'kerahasiaan', 'dan', 'keamanan', 'informasi', 'kamu', 'adalah', 'prioritas', 'kami', 'semua', 'informasi', 'yang', 'kamu', 'berikan', 'tidak', 'akan', 'dibuka', 'tanpa', 'persetujuanmu', 'kerahasiaan', 'informasi', 'kamu', 'dijamin', 'oleh', 'undangundangnyuk']","['gak', 'khawatir', 'data', 'bocor', 'kerahasiaan', 'keamanan', 'informasi', 'prioritas', 'informasi', 'dibuka', 'persetujuanmu', 'kerahasiaan', 'informasi', 'dijamin', 'undangundangnyuk']",gak khawatir data bocor rahasia aman informasi prioritas informasi buka tuju rahasia informasi jamin undangundangnyuk
"b'gw mau daftar fucksin online ga bisa karna semalam gw baru download pedulilindungi. isi datang my full name and NIK e-ektp. eh tertulis di bawah kalau gw udah regis daftar di suruh hubungi 911.\n\n\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac siapa yg pake ktp gw ya \xf0\x9f\xa4\xac\xf0\x9f\xa4\xac data gw, gw merasa aman aja bisa bocor. \xf0\x9f\xa4\xac\xf0\x9f\xa4\xac'",gw mau daftar fucksin online ga bisa karna semalam gw baru download pedulilindungi isi datang my full name and NIK eektp eh tertulis di bawah kalau gw udah regis daftar di suruh hubungisiapa yg pake ktp gw yadata gw gw merasa aman aja bisa bocor ,gw mau daftar fucksin online ga bisa karna semalam gw baru download pedulilindungi isi datang my full name and nik eektp eh tertulis di bawah kalau gw udah regis daftar di suruh hubungisiapa yg pake ktp gw yadata gw gw merasa aman aja bisa bocor ,"['gw', 'mau', 'daftar', 'fucksin', 'online', 'ga', 'bisa', 'karna', 'semalam', 'gw', 'baru', 'download', 'pedulilindungi', 'isi', 'datang', 'my', 'full', 'name', 'and', 'nik', 'eektp', 'eh', 'tertulis', 'di', 'bawah', 'kalau', 'gw', 'udah', 'regis', 'daftar', 'di', 'suruh', 'hubungisiapa', 'yg', 'pake', 'ktp', 'gw', 'yadata', 'gw', 'gw', 'merasa', 'aman', 'aja', 'bisa', 'bocor']","['gw', 'daftar', 'fucksin', 'online', 'ga', 'karna', 'semalam', 'gw', 'download', 'pedulilindungi', 'isi', 'my', 'full', 'name', 'and', 'nik', 'eektp', 'eh', 'tertulis', 'gw', 'udah', 'regis', 'daftar', 'suruh', 'hubungisiapa', 'yg', 'pake', 'ktp', 'gw', 'yadata', 'gw', 'gw', 'aman', 'aja', 'bocor']",gw daftar fucksin online ga karna malam gw download pedulilindungi isi my full name and nik eektp eh tulis gw udah regis daftar suruh hubungisiapa yg pake ktp gw yadata gw gw aman aja bocor
"b'@txtdaribogor @AdriantoRafid Tah eta, bisa-bisanya web resmi kpu Bogor uploadin ktp, ini mungkin data di database ya tp kenapa bisa bocor.......'",Tah eta bisabisanya web resmi kpu Bogor uploadin ktp ini mungkin data di database ya tp kenapa bisa bocor,tah eta bisabisanya web resmi kpu bogor uploadin ktp ini mungkin data di database ya tp kenapa bisa bocor,"['tah', 'eta', 'bisabisanya', 'web', 'resmi', 'kpu', 'bogor', 'uploadin', 'ktp', 'ini', 'mungkin', 'data', 'di', 'database', 'ya', 'tp', 'kenapa', 'bisa', 'bocor']","['tah', 'eta', 'bisabisanya', 'web', 'resmi', 'kpu', 'bogor', 'uploadin', 'ktp', 'data', 'database', 'ya', 'tp', 'bocor']",tah eta bisabisanya web resmi kpu bogor uploadin ktp data database ya tp bocor
b'TOP UP 800rb ke @ovo_id pakai bank @bankmandiri atas Nama SUTRISNO HADI tp Kok nyasar ke no hp OVO orang Lain atas Nama REZA OKTIANANTA HADYAN PUTR????? Itu siapaaa? Kok nomernya ke duplikasi @Telkomsel ayoklah tolong data bocor Terus.',TOP UPkepakai bankatas Nama SUTRISNO HADI tp Kok nyasar ke no hp OVO orang Lain atas Nama REZA OKTIANANTA HADYAN PUTR Itu siapaaa Kok nomernya ke duplikasiayoklah tolong data bocor Terus,top upkepakai bankatas nama sutrisno hadi tp kok nyasar ke no hp ovo orang lain atas nama reza oktiananta hadyan putr itu siapaaa kok nomernya ke duplikasiayoklah tolong data bocor terus,"['top', 'upkepakai', 'bankatas', 'nama', 'sutrisno', 'hadi', 'tp', 'kok', 'nyasar', 'ke', 'no', 'hp', 'ovo', 'orang', 'lain', 'atas', 'nama', 'reza', 'oktiananta', 'hadyan', 'putr', 'itu', 'siapaaa', 'kok', 'nomernya', 'ke', 'duplikasiayoklah', 'tolong', 'data', 'bocor', 'terus']","['top', 'upkepakai', 'bankatas', 'nama', 'sutrisno', 'hadi', 'tp', 'nyasar', 'no', 'hp', 'ovo', 'orang', 'nama', 'reza', 'oktiananta', 'hadyan', 'putr', 'siapaaa', 'nomernya', 'duplikasiayoklah', 'tolong', 'data', 'bocor']",top upkepakai bankatas nama sutrisno had tp nyasar no hp ovo orang nama reza oktiananta hadyan putr siapaaa nomernya duplikasiayoklah tolong data bocor
b'@bertanyarl nder..siapa tau data kamu bocor disalahgunakan. temen aku pernah soalnya', ndersiapa tau data kamu bocor disalahgunakan temen aku pernah soalnya, ndersiapa tau data kamu bocor disalahgunakan temen aku pernah soalnya,"['ndersiapa', 'tau', 'data', 'kamu', 'bocor', 'disalahgunakan', 'temen', 'aku', 'pernah', 'soalnya']","['ndersiapa', 'tau', 'data', 'bocor', 'disalahgunakan', 'temen']",ndersiapa tau data bocor disalahgunakan temen
b'@bertanyarl Itu bisa jd data diri kamu bocor terus ada yg make gasii??', Itu bisa jd data diri kamu bocor terus ada yg make gasii, itu bisa jd data diri kamu bocor terus ada yg make gasii,"['itu', 'bisa', 'jd', 'data', 'diri', 'kamu', 'bocor', 'terus', 'ada', 'yg', 'make', 'gasii']","['jd', 'data', 'bocor', 'yg', 'make', 'gasii']",jd data bocor yg make gasii
b'@FctcMalaysia @Khairykj @judasmad @KKMPutrajaya @501Awani @beritartm Salam tuan ada jaminan pelindungan data peribadi pengadu tidak bocor dan tidak timbul ancaman keselamatan kepada pihak yang buat aduan?',Salam tuan ada jaminan pelindungan data peribadi pengadu tidak bocor dan tidak timbul ancaman keselamatan kepada pihak yang buat aduan,salam tuan ada jaminan pelindungan data peribadi pengadu tidak bocor dan tidak timbul ancaman keselamatan kepada pihak yang buat aduan,"['salam', 'tuan', 'ada', 'jaminan', 'pelindungan', 'data', 'peribadi', 'pengadu', 'tidak', 'bocor', 'dan', 'tidak', 'timbul', 'ancaman', 'keselamatan', 'kepada', 'pihak', 'yang', 'buat', 'aduan']","['salam', 'tuan', 'jaminan', 'pelindungan', 'data', 'peribadi', 'pengadu', 'bocor', 'timbul', 'ancaman', 'keselamatan', 'aduan']",salam tuan jamin lindung data peribadi adu bocor timbul ancam selamat adu
b'@cocowcoco bisa jd data km bocor', bisa jd data km bocor, bisa jd data km bocor,"['bisa', 'jd', 'data', 'km', 'bocor']","['jd', 'data', 'km', 'bocor']",jd data km bocor
b'@unauthority Gak heran kenapa data di indonesia gampang bocor', Gak heran kenapa data di indonesia gampang bocor, gak heran kenapa data di indonesia gampang bocor,"['gak', 'heran', 'kenapa', 'data', 'di', 'indonesia', 'gampang', 'bocor']","['gak', 'heran', 'data', 'indonesia', 'gampang', 'bocor']",gak heran data indonesia gampang bocor
b'Negara wakanda lebih sering bocor data penduduknya aja cmn klarifikasi https://t.co/1hrgB0LRZM',Negara wakanda lebih sering bocor data penduduknya aja cmn klarifikasi ,negara wakanda lebih sering bocor data penduduknya aja cmn klarifikasi ,"['negara', 'wakanda', 'lebih', 'sering', 'bocor', 'data', 'penduduknya', 'aja', 'cmn', 'klarifikasi']","['negara', 'wakanda', 'bocor', 'data', 'penduduknya', 'aja', 'cmn', 'klarifikasi']",negara wakanda bocor data duduk aja cmn klarifikasi
