text,clean,casefolding,tokenize,stopwords,stemming
"b'Ko skrg aku serinh nemu loker yg isi form terus masukin NIK, nama ibu, sama no rekening ya padahal dari official akun dia. Bukan suudzon tapi agak2 ngeri juga kalo data bocor kr!'",Ko skrg aku serinh nemu loker yg isi form terus masukin NIK nama ibu sama no rekening ya padahal dari official akun dia Bukan suudzon tapingeri juga kalo data bocor kr,ko skrg aku serinh nemu loker yg isi form terus masukin nik nama ibu sama no rekening ya padahal dari official akun dia bukan suudzon tapingeri juga kalo data bocor kr,"['ko', 'skrg', 'aku', 'serinh', 'nemu', 'loker', 'yg', 'isi', 'form', 'terus', 'masukin', 'nik', 'nama', 'ibu', 'sama', 'no', 'rekening', 'ya', 'padahal', 'dari', 'official', 'akun', 'dia', 'bukan', 'suudzon', 'tapingeri', 'juga', 'kalo', 'data', 'bocor', 'kr']","['ko', 'skrg', 'serinh', 'nemu', 'loker', 'yg', 'isi', 'form', 'masukin', 'nik', 'nama', 'no', 'rekening', 'ya', 'official', 'akun', 'suudzon', 'tapingeri', 'kalo', 'data', 'bocor', 'kr']",ko skrg serinh nemu loker yg isi form masukin nik nama no rekening ya official akun suudzon tapingeri kalo data bocor kr
b'@panggilakuDWL @DesyIcha4 @girlsteutics Privasinya udah kayak milyarder aja takut data penting bocor. Padahal ya sama kita ini ya rakyat jelata yg gak punya apa apa untuk di banggakan. Itu case dia ada pada foto non-hijab aja sih \xf0\x9f\x98\x82', Privasinya udah kayak milyarder aja takut data penting bocor Padahal ya sama kita ini ya rakyat jelata yg gak punya apa apa untuk di banggakan Itu case dia ada pada foto nonhijab aja sih , privasinya udah kayak milyarder aja takut data penting bocor padahal ya sama kita ini ya rakyat jelata yg gak punya apa apa untuk di banggakan itu case dia ada pada foto nonhijab aja sih ,"['privasinya', 'udah', 'kayak', 'milyarder', 'aja', 'takut', 'data', 'penting', 'bocor', 'padahal', 'ya', 'sama', 'kita', 'ini', 'ya', 'rakyat', 'jelata', 'yg', 'gak', 'punya', 'apa', 'apa', 'untuk', 'di', 'banggakan', 'itu', 'case', 'dia', 'ada', 'pada', 'foto', 'nonhijab', 'aja', 'sih']","['privasinya', 'udah', 'kayak', 'milyarder', 'aja', 'takut', 'data', 'bocor', 'ya', 'ya', 'rakyat', 'jelata', 'yg', 'gak', 'banggakan', 'case', 'foto', 'nonhijab', 'aja', 'sih']",privasi udah kayak milyarder aja takut data bocor ya ya rakyat jelata yg gak bangga case foto nonhijab aja sih
"b'Jd lebih baik ga Punya KELEBIHAN drpd BERLEBIHAN, hingga BOCOR semua data dan informasi\n\nPayahnya nih prof intel membina institusi intel'",Jd lebih baik ga Punya KELEBIHAN drpd BERLEBIHAN hingga BOCOR semua data dan informasinnPayahnya nih prof intel membina institusi intel,jd lebih baik ga punya kelebihan drpd berlebihan hingga bocor semua data dan informasinnpayahnya nih prof intel membina institusi intel,"['jd', 'lebih', 'baik', 'ga', 'punya', 'kelebihan', 'drpd', 'berlebihan', 'hingga', 'bocor', 'semua', 'data', 'dan', 'informasinnpayahnya', 'nih', 'prof', 'intel', 'membina', 'institusi', 'intel']","['jd', 'ga', 'kelebihan', 'drpd', 'bocor', 'data', 'informasinnpayahnya', 'nih', 'prof', 'intel', 'membina', 'institusi', 'intel']",jd ga lebih drpd bocor data informasinnpayahnya nih prof intel bina institusi intel
"b'Hendro : intelijen barat ga apa2 kelebihannya, iyee bener pak, intelijen indonesia sejak dibina anda jd demikian BERLEBIH, hingga Murah hati, dgn berbagi data2 pd siapa saja, spt BSSN di hack, BIN di hack, data POLRI BOCOR, data BPJS BOCOR, data eKTP BOCOR, TNI di hack...'",Hendrointelijen barat gakelebihannya iyee bener pak intelijen indonesia sejak dibina anda jd demikian BERLEBIH hingga Murah hati dgn berbagipd siapa saja spt BSSN di hack BIN di hack data POLRI BOCOR data BPJS BOCOR data eKTP BOCOR TNI di hack,hendrointelijen barat gakelebihannya iyee bener pak intelijen indonesia sejak dibina anda jd demikian berlebih hingga murah hati dgn berbagipd siapa saja spt bssn di hack bin di hack data polri bocor data bpjs bocor data ektp bocor tni di hack,"['hendrointelijen', 'barat', 'gakelebihannya', 'iyee', 'bener', 'pak', 'intelijen', 'indonesia', 'sejak', 'dibina', 'anda', 'jd', 'demikian', 'berlebih', 'hingga', 'murah', 'hati', 'dgn', 'berbagipd', 'siapa', 'saja', 'spt', 'bssn', 'di', 'hack', 'bin', 'di', 'hack', 'data', 'polri', 'bocor', 'data', 'bpjs', 'bocor', 'data', 'ektp', 'bocor', 'tni', 'di', 'hack']","['hendrointelijen', 'barat', 'gakelebihannya', 'iyee', 'bener', 'intelijen', 'indonesia', 'dibina', 'jd', 'berlebih', 'murah', 'hati', 'dgn', 'berbagipd', 'spt', 'bssn', 'hack', 'bin', 'hack', 'data', 'polri', 'bocor', 'data', 'bpjs', 'bocor', 'data', 'ektp', 'bocor', 'tni', 'hack']",hendrointelijen barat gakelebihannya iyee bener intelijen indonesia bina jd lebih murah hati dgn berbagipd spt bssn hack bin hack data polri bocor data bpjs bocor data ektp bocor tni hack
b'@DivHumas_Polri Data polisi yg bocor kalo disalahgunakan gmn?', Data polisi yg bocor kalo disalahgunakan gmn, data polisi yg bocor kalo disalahgunakan gmn,"['data', 'polisi', 'yg', 'bocor', 'kalo', 'disalahgunakan', 'gmn']","['data', 'polisi', 'yg', 'bocor', 'kalo', 'disalahgunakan', 'gmn']",data polisi yg bocor kalo disalahgunakan gmn
b'Semoga pelakux bukan di singapura dan pakai IP filiphina dlm menjalankan aksix spy bs cepat tertangkap @DivHumas_Polri\n\xf0\x9f\x98\x85\xf0\x9f\x99\x8f\nhttps://t.co/CPIvcuOluc',Semoga pelakux bukan di singapura dan pakai IP filiphina dlm menjalankan aksix spy bs cepat tertangkap ,semoga pelakux bukan di singapura dan pakai ip filiphina dlm menjalankan aksix spy bs cepat tertangkap ,"['semoga', 'pelakux', 'bukan', 'di', 'singapura', 'dan', 'pakai', 'ip', 'filiphina', 'dlm', 'menjalankan', 'aksix', 'spy', 'bs', 'cepat', 'tertangkap']","['semoga', 'pelakux', 'singapura', 'pakai', 'ip', 'filiphina', 'dlm', 'menjalankan', 'aksix', 'spy', 'bs', 'cepat', 'tertangkap']",moga pelakux singapura pakai ip filiphina dlm jalan aksix spy bs cepat tangkap
"b'@mzbabal Ku ngerasa lebih aman belanja di tokped karena selama ini beli game, elektronik disana. Ya emg pernah bocor tp resikonya juga sama aja bal. Kita ngasi data juga ke pihak orange dan kita ngga tahu posisi server. Dan ya satunya buatan indo sih wkwkwkw.'", Ku ngerasa lebih aman belanja di tokped karena selama ini beli game elektronik disana Ya emg pernah bocor tp resikonya juga sama aja bal Kita ngasi data juga ke pihak orange dan kita ngga tahu posisi server Dan ya satunya buatan indo sih wkwkwkw, ku ngerasa lebih aman belanja di tokped karena selama ini beli game elektronik disana ya emg pernah bocor tp resikonya juga sama aja bal kita ngasi data juga ke pihak orange dan kita ngga tahu posisi server dan ya satunya buatan indo sih wkwkwkw,"['ku', 'ngerasa', 'lebih', 'aman', 'belanja', 'di', 'tokped', 'karena', 'selama', 'ini', 'beli', 'game', 'elektronik', 'disana', 'ya', 'emg', 'pernah', 'bocor', 'tp', 'resikonya', 'juga', 'sama', 'aja', 'bal', 'kita', 'ngasi', 'data', 'juga', 'ke', 'pihak', 'orange', 'dan', 'kita', 'ngga', 'tahu', 'posisi', 'server', 'dan', 'ya', 'satunya', 'buatan', 'indo', 'sih', 'wkwkwkw']","['ku', 'ngerasa', 'aman', 'belanja', 'tokped', 'beli', 'game', 'elektronik', 'disana', 'ya', 'emg', 'bocor', 'tp', 'resikonya', 'aja', 'bal', 'ngasi', 'data', 'orange', 'ngga', 'posisi', 'server', 'ya', 'satunya', 'buatan', 'indo', 'sih', 'wkwkwkw']",ku ngerasa aman belanja tokped beli game elektronik sana ya emg bocor tp resiko aja bal ngasi data orange ngga posisi server ya satu buat indo sih wkwkwkw
b'https://t.co/1gEDAGcQCD',,,[],[],
"b'@rezaandikagd Iyakah bli? W pindah dr tokped ke shopee gara2 data tokped yg bocor dulu ituu. Padahal dulu dah nyaman bgt bisa pesen tiket kereta sama pesen hotel segala\nMana sekarang merge sama gopay pulak :"")'", Iyakah bli W pindah dr tokped ke shopeedata tokped yg bocor dulu ituu Padahal dulu dah nyaman bgt bisa pesen tiket kereta sama pesen hotel segalanMana sekarang merge sama gopay pulak , iyakah bli w pindah dr tokped ke shopeedata tokped yg bocor dulu ituu padahal dulu dah nyaman bgt bisa pesen tiket kereta sama pesen hotel segalanmana sekarang merge sama gopay pulak ,"['iyakah', 'bli', 'w', 'pindah', 'dr', 'tokped', 'ke', 'shopeedata', 'tokped', 'yg', 'bocor', 'dulu', 'ituu', 'padahal', 'dulu', 'dah', 'nyaman', 'bgt', 'bisa', 'pesen', 'tiket', 'kereta', 'sama', 'pesen', 'hotel', 'segalanmana', 'sekarang', 'merge', 'sama', 'gopay', 'pulak']","['iyakah', 'bli', 'w', 'pindah', 'dr', 'tokped', 'shopeedata', 'tokped', 'yg', 'bocor', 'ituu', 'dah', 'nyaman', 'bgt', 'pesen', 'tiket', 'kereta', 'pesen', 'hotel', 'segalanmana', 'merge', 'gopay', 'pulak']",iya bli w pindah dr tokped shopeedata tokped yg bocor ituu dah nyaman bgt sen tiket kereta sen hotel segalanmana merge gopay pulak
b'ELSAM soal Data Polri Bocor: Tak Ada Investigasi Akuntabel https://t.co/xyBAgSb3rd https://t.co/oF9J99uiOI',ELSAM soal Data Polri Bocor Tak Ada Investigasi Akuntabel,elsam soal data polri bocor tak ada investigasi akuntabel,"['elsam', 'soal', 'data', 'polri', 'bocor', 'tak', 'ada', 'investigasi', 'akuntabel']","['elsam', 'data', 'polri', 'bocor', 'investigasi', 'akuntabel']",elsam data polri bocor investigasi akuntabel
"b'@Reiza_Patters @tidaksambat Belum.\nTim sdg di Lapangan selama 60 hari. Ini Pemeriksaan besar dan butuh banyak sampling, agar hasilnya baik &amp; akurat.\n\nKita harus sabar sampai selesai, Tim ke BKN utk konfirmasi data ASN. Kemensos sebaiknya nunggu dan bantu, tapi jgn bocor dulu, krn belum final. \nTak elok.'",BelumnTim sdg di Lapangan selamahari Ini Pemeriksaan besar dan butuh banyak sampling agar hasilnya baik amp akuratnnKita harus sabar sampai selesai Tim ke BKN utk konfirmasi data ASN Kemensos sebaiknya nunggu dan bantu tapi jgn bocor dulu krn belum final nTak elok,belumntim sdg di lapangan selamahari ini pemeriksaan besar dan butuh banyak sampling agar hasilnya baik amp akuratnnkita harus sabar sampai selesai tim ke bkn utk konfirmasi data asn kemensos sebaiknya nunggu dan bantu tapi jgn bocor dulu krn belum final ntak elok,"['belumntim', 'sdg', 'di', 'lapangan', 'selamahari', 'ini', 'pemeriksaan', 'besar', 'dan', 'butuh', 'banyak', 'sampling', 'agar', 'hasilnya', 'baik', 'amp', 'akuratnnkita', 'harus', 'sabar', 'sampai', 'selesai', 'tim', 'ke', 'bkn', 'utk', 'konfirmasi', 'data', 'asn', 'kemensos', 'sebaiknya', 'nunggu', 'dan', 'bantu', 'tapi', 'jgn', 'bocor', 'dulu', 'krn', 'belum', 'final', 'ntak', 'elok']","['belumntim', 'sdg', 'lapangan', 'selamahari', 'pemeriksaan', 'butuh', 'sampling', 'hasilnya', 'amp', 'akuratnnkita', 'sabar', 'selesai', 'tim', 'bkn', 'utk', 'konfirmasi', 'data', 'asn', 'kemensos', 'nunggu', 'bantu', 'jgn', 'bocor', 'krn', 'final', 'ntak', 'elok']",belumntim sdg lapang selamahari periksa butuh sampling hasil amp akuratnnkita sabar selesai tim bkn utk konfirmasi data asn kemensos nunggu bantu jgn bocor krn final ntak elok
b'ELSAM menilai dugaan atas kebocoran database Kepolisian memerlukan proses investigasi yang harus dilakukan secara tuntas dan akuntabel. https://t.co/w0JdOJkCdM',ELSAM menilai dugaan atas kebocoran database Kepolisian memerlukan proses investigasi yang harus dilakukan secara tuntas dan akuntabel ,elsam menilai dugaan atas kebocoran database kepolisian memerlukan proses investigasi yang harus dilakukan secara tuntas dan akuntabel ,"['elsam', 'menilai', 'dugaan', 'atas', 'kebocoran', 'database', 'kepolisian', 'memerlukan', 'proses', 'investigasi', 'yang', 'harus', 'dilakukan', 'secara', 'tuntas', 'dan', 'akuntabel']","['elsam', 'menilai', 'dugaan', 'kebocoran', 'database', 'kepolisian', 'proses', 'investigasi', 'tuntas', 'akuntabel']",elsam nilai duga bocor database polisi proses investigasi tuntas akuntabel
b'ELSAM soal Data Polri Bocor: Tak Ada Investigasi Akuntabel https://t.co/EnN9MBvAjy',ELSAM soal Data Polri Bocor Tak Ada Investigasi Akuntabel ,elsam soal data polri bocor tak ada investigasi akuntabel ,"['elsam', 'soal', 'data', 'polri', 'bocor', 'tak', 'ada', 'investigasi', 'akuntabel']","['elsam', 'data', 'polri', 'bocor', 'investigasi', 'akuntabel']",elsam data polri bocor investigasi akuntabel
b'@DC6SEC @son1x666 @txtdrberseragam min ini data pelanggaran polisi pada bocor. jumlahnya banyak', min ini data pelanggaran polisi pada bocor jumlahnya banyak, min ini data pelanggaran polisi pada bocor jumlahnya banyak,"['min', 'ini', 'data', 'pelanggaran', 'polisi', 'pada', 'bocor', 'jumlahnya', 'banyak']","['min', 'data', 'pelanggaran', 'polisi', 'bocor']",min data langgar polisi bocor
b'buset dah itu data artis ampe bocor',buset dah itu data artis ampe bocor,buset dah itu data artis ampe bocor,"['buset', 'dah', 'itu', 'data', 'artis', 'ampe', 'bocor']","['buset', 'dah', 'data', 'artis', 'ampe', 'bocor']",buset dah data artis ampe bocor
b'@DesyIcha4 @girlsteutics @panggilakuDWL Selama ini ada data bocor gak?', Selama ini ada data bocor gak, selama ini ada data bocor gak,"['selama', 'ini', 'ada', 'data', 'bocor', 'gak']","['data', 'bocor', 'gak']",data bocor gak
"b'Kebocoran ini diketahui dari salah satu unggahan akun twitter @son1x777. Menurut klaim akun itu, ada 28.000 akun dan data pribadi Polri yang bocor. https://t.co/ogA9qV75z9'",Kebocoran ini diketahui dari salah satu unggahan akun twitterMenurut klaim akun itu adaakun dan data pribadi Polri yang bocor ,kebocoran ini diketahui dari salah satu unggahan akun twittermenurut klaim akun itu adaakun dan data pribadi polri yang bocor ,"['kebocoran', 'ini', 'diketahui', 'dari', 'salah', 'satu', 'unggahan', 'akun', 'twittermenurut', 'klaim', 'akun', 'itu', 'adaakun', 'dan', 'data', 'pribadi', 'polri', 'yang', 'bocor']","['kebocoran', 'salah', 'unggahan', 'akun', 'twittermenurut', 'klaim', 'akun', 'adaakun', 'data', 'pribadi', 'polri', 'bocor']",bocor salah unggah akun twittermenurut klaim akun adaakun data pribadi polri bocor
"b'Atau kamu beli paket yang tidak sepenuhnya kamu bisa manfaatkan, misalnya beli paket pulsa atua data untuk keluarga padahal hanya kamu sendiri yang pakai. Bocor halus kalau masih di bawah 5% dari pendapatan kamu, masih bisa ditoleransi tapi coba total apakah total nilai'",Atau kamu beli paket yang tidak sepenuhnya kamu bisa manfaatkan misalnya beli paket pulsa atua data untuk keluarga padahal hanya kamu sendiri yang pakai Bocor halus kalau masih di bawahdari pendapatan kamu masih bisa ditoleransi tapi coba total apakah total nilai,atau kamu beli paket yang tidak sepenuhnya kamu bisa manfaatkan misalnya beli paket pulsa atua data untuk keluarga padahal hanya kamu sendiri yang pakai bocor halus kalau masih di bawahdari pendapatan kamu masih bisa ditoleransi tapi coba total apakah total nilai,"['atau', 'kamu', 'beli', 'paket', 'yang', 'tidak', 'sepenuhnya', 'kamu', 'bisa', 'manfaatkan', 'misalnya', 'beli', 'paket', 'pulsa', 'atua', 'data', 'untuk', 'keluarga', 'padahal', 'hanya', 'kamu', 'sendiri', 'yang', 'pakai', 'bocor', 'halus', 'kalau', 'masih', 'di', 'bawahdari', 'pendapatan', 'kamu', 'masih', 'bisa', 'ditoleransi', 'tapi', 'coba', 'total', 'apakah', 'total', 'nilai']","['beli', 'paket', 'sepenuhnya', 'manfaatkan', 'beli', 'paket', 'pulsa', 'atua', 'data', 'keluarga', 'pakai', 'bocor', 'halus', 'bawahdari', 'pendapatan', 'ditoleransi', 'coba', 'total', 'total', 'nilai']",beli paket sepenuh manfaat beli paket pulsa atua data keluarga pakai bocor halus bawahdari dapat toleransi coba total total nilai
b'Anggota Komisi I DPR RI Irine Yusiana Roba Putri menilai kebocoran data milik Polri menegaskan pentingnya penyelesaian pembahasan RUU Perlindungan Data Pribadi dan RUU Keamanan dan Ketahanan Siber.\n\nhttps://t.co/zZ26e2bNUU',Anggota Komisi I DPR RI Irine Yusiana Roba Putri menilai kebocoran data milik Polri menegaskan pentingnya penyelesaian pembahasan RUU Perlindungan Data Pribadi dan RUU Keamanan dan Ketahanan Sibernn,anggota komisi i dpr ri irine yusiana roba putri menilai kebocoran data milik polri menegaskan pentingnya penyelesaian pembahasan ruu perlindungan data pribadi dan ruu keamanan dan ketahanan sibernn,"['anggota', 'komisi', 'i', 'dpr', 'ri', 'irine', 'yusiana', 'roba', 'putri', 'menilai', 'kebocoran', 'data', 'milik', 'polri', 'menegaskan', 'pentingnya', 'penyelesaian', 'pembahasan', 'ruu', 'perlindungan', 'data', 'pribadi', 'dan', 'ruu', 'keamanan', 'dan', 'ketahanan', 'sibernn']","['anggota', 'komisi', 'i', 'dpr', 'ri', 'irine', 'yusiana', 'roba', 'putri', 'menilai', 'kebocoran', 'data', 'milik', 'polri', 'penyelesaian', 'pembahasan', 'ruu', 'perlindungan', 'data', 'pribadi', 'ruu', 'keamanan', 'ketahanan', 'sibernn']",anggota komisi i dpr ri irine yusiana roba putri nilai bocor data milik polri selesai bahas ruu lindung data pribadi ruu aman tahan sibernn
b'@mizzzaenab @kartikaicha18 @SantaPradana @kompascom Tapi pemerintah gak berani bantah dan buka bukaan data. Bahkan bocor tuh lari ke China\n\nhttps://t.co/E6DamdgdUs',Tapi pemerintah gak berani bantah dan buka bukaan data Bahkan bocor tuh lari ke Chinann,tapi pemerintah gak berani bantah dan buka bukaan data bahkan bocor tuh lari ke chinann,"['tapi', 'pemerintah', 'gak', 'berani', 'bantah', 'dan', 'buka', 'bukaan', 'data', 'bahkan', 'bocor', 'tuh', 'lari', 'ke', 'chinann']","['pemerintah', 'gak', 'berani', 'bantah', 'buka', 'bukaan', 'data', 'bocor', 'tuh', 'lari', 'chinann']",perintah gak berani bantah buka buka data bocor tuh lari chinann
"b'#Terpopuler Kebocoran data pribadi kembali terjadi, nahasnya kali ini menimpa kepolisian. Diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet. https://t.co/AVunGI91nV'",Kebocoran data pribadi kembali terjadi nahasnya kali ini menimpa kepolisian Diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet ,kebocoran data pribadi kembali terjadi nahasnya kali ini menimpa kepolisian diduga ribuan data anggota polisi bocor dan dibagikan secara gratis di internet ,"['kebocoran', 'data', 'pribadi', 'kembali', 'terjadi', 'nahasnya', 'kali', 'ini', 'menimpa', 'kepolisian', 'diduga', 'ribuan', 'data', 'anggota', 'polisi', 'bocor', 'dan', 'dibagikan', 'secara', 'gratis', 'di', 'internet']","['kebocoran', 'data', 'pribadi', 'nahasnya', 'kali', 'menimpa', 'kepolisian', 'diduga', 'ribuan', 'data', 'anggota', 'polisi', 'bocor', 'dibagikan', 'gratis', 'internet']",bocor data pribadi nahas kali timpa polisi duga ribu data anggota polisi bocor bagi gratis internet
"b""gedeg banget telfon mulu gonta ganti nomor, pas di cek emang penipu. emang bener, data udah gaada yang ngga bocor :')) https://t.co/IfDhiI0ygr""",gedeg banget telfon mulu gonta ganti nomor pas di cek emang penipu emang bener data udah gaada yang ngga bocor,gedeg banget telfon mulu gonta ganti nomor pas di cek emang penipu emang bener data udah gaada yang ngga bocor,"['gedeg', 'banget', 'telfon', 'mulu', 'gonta', 'ganti', 'nomor', 'pas', 'di', 'cek', 'emang', 'penipu', 'emang', 'bener', 'data', 'udah', 'gaada', 'yang', 'ngga', 'bocor']","['gedeg', 'banget', 'telfon', 'mulu', 'gonta', 'ganti', 'nomor', 'pas', 'cek', 'emang', 'penipu', 'emang', 'bener', 'data', 'udah', 'gaada', 'ngga', 'bocor']",gedeg banget telfon mulu gonta ganti nomor pas cek emang tipu emang bener data udah gaada ngga bocor
"b'Polri Jadi Korban Peretasan, Data Pribadi hingga Pelanggaran Anggota Bocor https://t.co/V8RlueguIH'",Polri Jadi Korban Peretasan Data Pribadi hingga Pelanggaran Anggota Bocor ,polri jadi korban peretasan data pribadi hingga pelanggaran anggota bocor ,"['polri', 'jadi', 'korban', 'peretasan', 'data', 'pribadi', 'hingga', 'pelanggaran', 'anggota', 'bocor']","['polri', 'korban', 'peretasan', 'data', 'pribadi', 'pelanggaran', 'anggota', 'bocor']",polri korban retas data pribadi langgar anggota bocor
"b'Situs Diretas Lagi, Data sampai Pelanggaran Anggota Polri Bocor https://t.co/6cN6Fmrw1C'",Situs Diretas Lagi Data sampai Pelanggaran Anggota Polri Bocor ,situs diretas lagi data sampai pelanggaran anggota polri bocor ,"['situs', 'diretas', 'lagi', 'data', 'sampai', 'pelanggaran', 'anggota', 'polri', 'bocor']","['situs', 'diretas', 'data', 'pelanggaran', 'anggota', 'polri', 'bocor']",situs retas data langgar anggota polri bocor
"b'Polri Diretas Lagi, Data Pribadi sampai Pelanggaran Anggota Bocor https://t.co/6CkjWk9xIz'",Polri Diretas Lagi Data Pribadi sampai Pelanggaran Anggota Bocor ,polri diretas lagi data pribadi sampai pelanggaran anggota bocor ,"['polri', 'diretas', 'lagi', 'data', 'pribadi', 'sampai', 'pelanggaran', 'anggota', 'bocor']","['polri', 'diretas', 'data', 'pribadi', 'pelanggaran', 'anggota', 'bocor']",polri retas data pribadi langgar anggota bocor
"b'@aeribase Kalian gak takut nyetak kartu vaksin dipercetakan gitu? Kan di kartu vaksin ada NIKnya, ntar kalo didaftarin pinjol gimana? Nanti teriak2 data bocor, padahal kalian sendiri yg bocorin'", Kalian gak takut nyetak kartu vaksin dipercetakan gitu Kan di kartu vaksin ada NIKnya ntar kalo didaftarin pinjol gimana Nantidata bocor padahal kalian sendiri yg bocorin, kalian gak takut nyetak kartu vaksin dipercetakan gitu kan di kartu vaksin ada niknya ntar kalo didaftarin pinjol gimana nantidata bocor padahal kalian sendiri yg bocorin,"['kalian', 'gak', 'takut', 'nyetak', 'kartu', 'vaksin', 'dipercetakan', 'gitu', 'kan', 'di', 'kartu', 'vaksin', 'ada', 'niknya', 'ntar', 'kalo', 'didaftarin', 'pinjol', 'gimana', 'nantidata', 'bocor', 'padahal', 'kalian', 'sendiri', 'yg', 'bocorin']","['gak', 'takut', 'nyetak', 'kartu', 'vaksin', 'dipercetakan', 'gitu', 'kartu', 'vaksin', 'niknya', 'ntar', 'kalo', 'didaftarin', 'pinjol', 'gimana', 'nantidata', 'bocor', 'yg', 'bocorin']",gak takut nyetak kartu vaksin cetak gitu kartu vaksin nik ntar kalo didaftarin pinjol gimana nantidata bocor yg bocorin
"b'bantu retweet\n\nsejak muncul lagi hesteg gblk #JejakMesumMRS yang jelas jelas itu fitnah\n\ntapi apa yang terjadi setelah ada yang debunk?. ya bener, orang yang bilang itu palsu kena diskriminasi\n\naneh aja, kapolda data polri bocor cuman bisa plonga plongo, giliran malah dimajuin https://t.co/ifvRPV66I0'",bantu retweetnnsejak muncul lagi hesteg gblk yang jelas jelas itu fitnahnntapi apa yang terjadi setelah ada yang debunk ya bener orang yang bilang itu palsu kena diskriminasinnaneh aja kapolda data polri bocor cuman bisa plonga plongo giliran malah dimajuin ,bantu retweetnnsejak muncul lagi hesteg gblk yang jelas jelas itu fitnahnntapi apa yang terjadi setelah ada yang debunk ya bener orang yang bilang itu palsu kena diskriminasinnaneh aja kapolda data polri bocor cuman bisa plonga plongo giliran malah dimajuin ,"['bantu', 'retweetnnsejak', 'muncul', 'lagi', 'hesteg', 'gblk', 'yang', 'jelas', 'jelas', 'itu', 'fitnahnntapi', 'apa', 'yang', 'terjadi', 'setelah', 'ada', 'yang', 'debunk', 'ya', 'bener', 'orang', 'yang', 'bilang', 'itu', 'palsu', 'kena', 'diskriminasinnaneh', 'aja', 'kapolda', 'data', 'polri', 'bocor', 'cuman', 'bisa', 'plonga', 'plongo', 'giliran', 'malah', 'dimajuin']","['bantu', 'retweetnnsejak', 'muncul', 'hesteg', 'gblk', 'fitnahnntapi', 'debunk', 'ya', 'bener', 'orang', 'bilang', 'palsu', 'kena', 'diskriminasinnaneh', 'aja', 'kapolda', 'data', 'polri', 'bocor', 'cuman', 'plonga', 'plongo', 'giliran', 'dimajuin']",bantu retweetnnsejak muncul hesteg gblk fitnahnntapi debunk ya bener orang bilang palsu kena diskriminasinnaneh aja kapolda data polri bocor cuman plonga plongo gilir dimajuin
b'Kasus kebocoran data kembali terjadi di instansi pemerintah. Kali ini giliran data personil Polri yang bocor!\nhttps://t.co/2RVluo8HR6',Kasus kebocoran data kembali terjadi di instansi pemerintah Kali ini giliran data personil Polri yang bocorn,kasus kebocoran data kembali terjadi di instansi pemerintah kali ini giliran data personil polri yang bocorn,"['kasus', 'kebocoran', 'data', 'kembali', 'terjadi', 'di', 'instansi', 'pemerintah', 'kali', 'ini', 'giliran', 'data', 'personil', 'polri', 'yang', 'bocorn']","['kebocoran', 'data', 'instansi', 'pemerintah', 'kali', 'giliran', 'data', 'personil', 'polri', 'bocorn']",bocor data instansi perintah kali gilir data personil polri bocorn
b'Baca selengkapnya: Duh! 28.000 Data Kepolisian Bocor Diretas Hacker https://t.co/Xl8EPvGyKD',Baca selengkapnya DuhData Kepolisian Bocor Diretas Hacker ,baca selengkapnya duhdata kepolisian bocor diretas hacker ,"['baca', 'selengkapnya', 'duhdata', 'kepolisian', 'bocor', 'diretas', 'hacker']","['baca', 'selengkapnya', 'duhdata', 'kepolisian', 'bocor', 'diretas', 'hacker']",baca lengkap duhdata polisi bocor retas hacker
"b'@zshxxbi Itu kmren rame pas data bocor itu loh bin. Bnyak yg kyk kmuu\n\nTrus klu gk dtrma, abang2 kurirny blng ap?'", Itu kmren rame pas data bocor itu loh bin Bnyak yg kyk kmuunnTrus klu gk dtrmakurirny blng ap, itu kmren rame pas data bocor itu loh bin bnyak yg kyk kmuunntrus klu gk dtrmakurirny blng ap,"['itu', 'kmren', 'rame', 'pas', 'data', 'bocor', 'itu', 'loh', 'bin', 'bnyak', 'yg', 'kyk', 'kmuunntrus', 'klu', 'gk', 'dtrmakurirny', 'blng', 'ap']","['kmren', 'rame', 'pas', 'data', 'bocor', 'loh', 'bin', 'bnyak', 'yg', 'kyk', 'kmuunntrus', 'klu', 'gk', 'dtrmakurirny', 'blng', 'ap']",kmren rame pas data bocor loh bin bnyak yg kyk kmuunntrus klu gk dtrmakurirny blng ap
"b'Ribuan Data Personel Polri Bocor, Pakar Singgung Rendahnya Awareness https://t.co/pwXT0pTlIj'",Ribuan Data Personel Polri Bocor Pakar Singgung Rendahnya Awareness ,ribuan data personel polri bocor pakar singgung rendahnya awareness ,"['ribuan', 'data', 'personel', 'polri', 'bocor', 'pakar', 'singgung', 'rendahnya', 'awareness']","['ribuan', 'data', 'personel', 'polri', 'bocor', 'pakar', 'singgung', 'rendahnya', 'awareness']",ribu data personel polri bocor pakar singgung rendah awareness
b'Data Polri Dilaporkan Bocor #Nasional https://t.co/06j5EU1lr8',Data Polri Dilaporkan Bocor ,data polri dilaporkan bocor ,"['data', 'polri', 'dilaporkan', 'bocor']","['data', 'polri', 'dilaporkan', 'bocor']",data polri lapor bocor
b'https://t.co/3WR7gNpBug',,,[],[],
